Plant name,Unit No.,Type,Model,Status,Capacity (MW),Begin building,Commercial operation,Closed
Laguna Verde,1,BWR,BWR-5,Operational,804,1 Oct 1976,28 Jul 1990,
Laguna Verde,2,BWR,BWR-5,Operational,800,1 Jun 1977,10 Apr 1995,
