Plant name,Unit No.,Type,Model,Status,Capacity (MW),Begin building,Commercial operation,Closed
Juragua,1,PWR,VVER-440/V-318,Unfinished,440,1983,,5 Sep 1992
Juragua,2,PWR,VVER-440/V-318,Unfinished,440,1985,,5 Sep 1992
