Plant name,Unit No.,Type,Model,Status,Capacity (MW),Begin building,Commercial operation,Closed
Borssele,1,PWR,KWU 2LP,Operational,482,1 Jul 1969,26 Oct 1973,(2033)
Dodewaard,1,BWR,BWR-2,Shut down,55,1 May 1965,26 Mar 1969,26 Mar 1997
