Plant name,Unit No.,Type,Model,Status,Capacity (MW),Begin building,Commercial operation,Closed
El Dabaa,1,PWR,VVER-1200/V-529,Under construction,1200,20 Jul 2022[61],(2028),
El Dabaa,2,PWR,VVER-1200/V-529,Under construction,1200,19 Nov 2022[62],,
El Dabaa,3,PWR,VVER-1200/V-529,Under construction,1200,3 May 2023[63],,
El Dabaa,4,PWR,VVER-1200/V-529,Under construction,1200,23 Jan 2024,,
