Plant name,Unit No.,Type,Model,Status,Capacity (MW),Begin building,Commercial operation,Closed
Angra,1,PWR,WH 2 loops,Operational,609,1 May 1971,1 Jan 1985,
Angra,2,PWR,Pre-Konvoi,Operational,1275,1 Jan 1976,1 Feb 2001,
Angra,3,PWR,Pre-Konvoi,Under construction,1245,1 Jun 2010,(2028)[15],
